daily_active_users,monthly_revenue,growth_rate,churn_rate,marketing_spend,sector,valuation
26957,5493.332218,0.139413092,0.127987989,9498.736965,E-commerce,3183013.461
56562,13774.47794,0.144980189,0.146713971,12284.24482,Gaming,3351249.593
24035,4889.643739,0.16345078,0.143908586,9391.841615,Healthcare,3174452.928
25053,5887.110854,0.110510782,0.220771031,8948.009075,Gaming,3096920.757
21221,4749.437187,0.162932721,0.124281537,3775.594911,E-commerce,3178576.921
8438,1718.210163,0.154837745,0.124914686,6805.995488,Healthcare,3115281.18
21736,5156.761208,0.154173809,0.161607801,6607.4873,SaaS,3153702.208
22699,5031.354219,0.126797114,0.177551844,1751.504536,Healthcare,3116720.694
75479,13631.75731,0.08787216,0.213622823,10287.37133,SaaS,3256234.299
20006,3697.328348,0.109299802,0.160949624,6830.2549,E-commerce,3094686.355
25610,5959.056938,0.035368236,0.25,5595.528187,E-commerce,2997335.098
21647,4573.079094,0.118252597,0.139548896,5184.414101,Healthcare,3126432.587
12279,2558.766112,0.2,0.103902892,3893.827476,Gaming,3185824.291
39003,7418.678837,0.155812767,0.168707312,7105.287871,Fintech,3222532.886
32079,6127.483622,0.144042259,0.158243653,4228.184526,E-commerce,3195687.472
32712,7714.88547,0.163013544,0.132054793,5607.778353,Gaming,3240195.992
13978,3327.200105,0.135440127,0.143816508,8517.939794,Healthcare,3122100.999
44417,9736.214299,0.116765087,0.171801858,10521.89748,Gaming,3214811.999
10927,2192.60031,0.136009272,0.20785187,3556.013147,Gaming,3044286.259
29537,7245.102882,0.113637584,0.175403348,8102.446622,Gaming,3154390.143
65856,14730.49671,0.098544774,0.210568786,8668.801924,SaaS,3259004.631
13423,3164.672902,0.143035196,0.140291482,7051.515591,SaaS,3123646.883
16594,2990.733375,0.143909993,0.150039907,8401.469487,Gaming,3120660.531
23151,4896.954436,0.178591714,0.088832226,10643.08047,E-commerce,3233996.629
17124,4126.309251,0.172459248,0.126548545,5165.748913,E-commerce,3174420.19
10144,2066.09269,0.100528506,0.192234413,6088.651139,SaaS,3023146.678
22794,5262.190527,0.13014453,0.196853935,5871.14475,E-commerce,3117272.135
12949,2926.956192,0.110570003,0.172529346,6868.858595,Healthcare,3063600.608
27911,5321.379678,0.058254154,0.233174794,7679.699098,Gaming,3032725.832
13908,3257.85537,0.145892317,0.172197731,4366.857218,Gaming,3103262.285
47808,8982.017655,0.144199438,0.155132474,11374.97659,Fintech,3261758.504
14888,3438.442955,0.144940929,0.15178649,4254.171263,SaaS,3111613.96
18750,4675.645942,0.154040749,0.142493517,5991.361216,Healthcare,3160506.851
33082,8173.195921,0.123961461,0.156232851,8553.734658,SaaS,3183159.089
11903,2809.309423,0.113412183,0.17792357,4454.962588,E-commerce,3047029.468
24679,5365.614886,0.127056302,0.174544859,5455.446115,Healthcare,3129389.663
42343,9621.926791,0.170588953,0.106163177,10141.17039,E-commerce,3319675.514
9860,2277.340411,0.156470857,0.122271105,7825.198016,SaaS,3129653.46
24156,4362.286305,0.092697508,0.23162008,10756.38386,E-commerce,3058280.018
25082,4694.488469,0.141773832,0.168240583,8710.356003,E-commerce,3136950.707
32562,7222.060762,0.172468341,0.133571386,5636.85749,SaaS,3246168.975
11867,2141.488177,0.167101986,0.122023272,2837.860408,E-commerce,3136200.686
11381,2772.677865,0.183101115,0.121315628,2986.366761,Healthcare,3157856.924
28594,6127.019094,0.091517606,0.160418671,4948.457715,Gaming,3121869.678
25552,5060.412502,0.14141802,0.134439643,8934.941091,E-commerce,3174038.908
24965,5181.922185,0.127480486,0.18502445,8537.599089,Healthcare,3128257.956
26192,6274.407502,0.15518423,0.131318029,5748.050041,Fintech,3202429.82
15677,3839.352188,0.116945965,0.178857103,6956.28202,Gaming,3082592.188
24738,4654.119466,0.112041058,0.195129327,9119.070026,E-commerce,3095651.628
25502,5979.128646,0.137576641,0.147377592,9879.552722,E-commerce,3169622.036
15410,3397.533592,0.114896025,0.17271098,8612.282491,E-commerce,3077111.36
55987,12372.298,0.130710655,0.162107452,7903.882494,SaaS,3300135.961
27914,6547.553857,0.075327892,0.227698559,7953.254502,Healthcare,3055909.629
12141,2374.769014,0.179401504,0.087995282,5773.713253,SaaS,3184732.213
30585,6642.240724,0.051654885,0.25,7054.579898,SaaS,3034676.714
13529,2737.656507,0.170599811,0.128929185,7210.181392,Gaming,3153581.662
32648,6092.634733,0.116785945,0.185403947,7949.885881,Fintech,3145055.17
39312,7365.321821,0.087504842,0.197684484,4937.098326,SaaS,3133702.623
14612,2769.748479,0.148034263,0.150948175,3256.281306,Fintech,3107791.381
35656,7952.820831,0.159327231,0.159796409,7236.321972,Gaming,3227967.571
27075,5074.074683,0.171663155,0.141956034,13109.21766,Gaming,3207333.317
33224,7306.199105,0.167708455,0.156831913,7314.206498,SaaS,3225614.895
56862,12576.78231,0.096751652,0.185242557,6796.031288,SaaS,3245558.462
19483,4739.683099,0.146724613,0.16693348,6510.324636,Gaming,3132027.209
15110,3382.318526,0.089352369,0.198170064,6608.555424,Fintech,3035694.591
14118,3515.25704,0.145552195,0.109072972,4970.564125,Fintech,3144997.856
14648,2668.418552,0.153060119,0.165584207,8318.490377,E-commerce,3115437.074
21193,4859.347835,0.128498243,0.186947485,7810.249499,SaaS,3106985.583
26123,4750.561736,0.082297914,0.247398623,8794.37395,Fintech,3033131.082
25294,5844.341352,0.119953768,0.150781354,4447.926162,E-commerce,3131691.905
33309,6895.279923,0.19111314,0.112168037,8262.504638,Healthcare,3270161.503
22170,4939.288521,0.151010437,0.144528141,6998.308183,Fintech,3161086.172
45559,9187.777152,0.113430002,0.209448428,7554.57537,Gaming,3189199.781
19296,3688.186358,0.135894412,0.136320137,6822.77855,Fintech,3135770.982
85826,19795.41298,0.120037932,0.174895806,12713.39943,Healthcare,3419862.3
30116,7327.928316,0.088961109,0.212915642,8185.297165,Fintech,3103159.86
14348,2767.022863,0.09814506,0.216686819,9649.063908,Fintech,3026865.431
12894,3151.928115,0.121679594,0.186613353,3243.338627,SaaS,3063576.916
28035,5321.40038,0.121104771,0.178249246,8554.161216,Fintech,3129214.444
19697,4559.783247,0.194294429,0.099487816,5919.30975,SaaS,3219715.675
31476,7779.644706,0.136899651,0.161321017,11540.31642,Healthcare,3200374.025
27906,5310.957228,0.120999043,0.194041112,7619.940626,Healthcare,3121319.929
21238,4469.670969,0.14142613,0.142060816,9156.178361,Gaming,3156090.481
14423,2936.840449,0.082280422,0.213035839,3835.489606,Gaming,3008093.247
10327,2139.686681,0.11788376,0.177436619,6936.173161,Fintech,3050597.653
17619,4100.289834,0.119025882,0.139245832,5495.585744,SaaS,3115842.05
33799,7648.146731,0.103040359,0.157837201,9916.245052,E-commerce,3168045.48
24515,6075.015265,0.175180446,0.094991922,6427.05558,SaaS,3252894.674
11815,2280.100823,0.164089338,0.1316468,6538.164522,SaaS,3140273.04
24018,5236.602769,0.102070186,0.207947604,9562.488519,Gaming,3093796.042
26706,5646.685399,0.099081349,0.188575082,5429.527983,SaaS,3098174.751
14158,3459.081535,0.105371153,0.162133965,5417.356101,E-commerce,3066896.778
23786,4299.161234,0.132896432,0.185981819,6249.030458,Healthcare,3109663.76
22676,5651.809961,0.1450391,0.16056841,8050.144108,E-commerce,3155588.732
12438,2656.525478,0.156469731,0.139032295,9633.806598,Gaming,3130817.311
26341,5894.793789,0.106830686,0.198037724,6623.653603,Healthcare,3115056.33
29155,5982.713259,0.13055134,0.148350518,9834.302419,SaaS,3178323.116
37855,9072.967796,0.130019043,0.190622828,8558.128306,SaaS,3195996.118
37305,8182.44722,0.167869666,0.138506278,5303.273804,SaaS,3261021.898
11060,2503.948227,0.167878294,0.129169373,6598.471905,E-commerce,3138010.951
13781,3106.558905,0.100278385,0.192916139,7402.791714,Healthcare,3047207.28
28495,5855.116975,0.079708749,0.221717437,6536.196103,SaaS,3045643.646
28478,5277.525011,0.132899305,0.176751087,9894.541366,SaaS,3141476.876
28496,6740.427763,0.117104129,0.148042224,7454.0479,Healthcare,3155721.317
151201,30282.55357,0.048059265,0.236289601,11764.44102,Healthcare,3513958.69
29303,7015.874174,0.113138706,0.180242272,7075.873165,E-commerce,3151542.196
38862,8650.875923,0.148594922,0.143983932,8977.5795,SaaS,3261829.304
35489,7266.701984,0.087729521,0.198031096,10843.93738,Fintech,3116020.629
30506,6760.047247,0.190699301,0.124851892,7065.192724,Gaming,3246861.64
18814,4236.620966,0.119376849,0.166814137,10437.06464,Fintech,3103179.884
32192,7387.028658,0.153409826,0.125201587,11781.8785,Healthcare,3236902.804
14966,3555.377876,0.122692083,0.167944837,6769.964736,Healthcare,3091680.569
19566,3740.683564,0.094990987,0.235135848,10205.96855,Healthcare,3030243.763
17280,4252.437048,0.137265962,0.163000805,5338.445454,Healthcare,3121671.804
22946,4790.180412,0.101284121,0.189071944,7371.982299,Healthcare,3083748.019
70075,16834.22383,0.120528729,0.17286502,8009.703626,SaaS,3342871.471
8659,1692.259297,0.145057083,0.119897294,7013.340038,E-commerce,3110093.062
31043,5650.820247,0.114151013,0.182100062,6932.835121,Gaming,3139499.245
9834,2164.798573,0.149787918,0.154952319,8645.966112,SaaS,3108222.534
17396,3526.632621,0.172753469,0.136004443,7564.538511,SaaS,3167769.364
37967,9450.454826,0.128343,0.168481381,6898.703134,Gaming,3202815.11
22745,4260.405568,0.117144954,0.167914402,5896.769907,Fintech,3107961.441
12850,2355.548928,0.155784703,0.162305153,10136.37644,Healthcare,3110377.048
15403,2821.078662,0.155799135,0.136714618,4026.671476,E-commerce,3125770.617
30939,6038.709868,0.126492623,0.153885551,5475.041742,Healthcare,3156176.296
15287,3371.446622,0.183812247,0.100805764,5289.672873,E-commerce,3197273.196
24544,5286.518321,0.129145712,0.164116915,7280.142665,E-commerce,3145016.47
22534,4608.322573,0.183742083,0.110354281,4327.234685,Healthcare,3213319.152
15901,2961.012944,0.12266933,0.16650125,8710.322682,Fintech,3086109.254
64342,12634.29785,0.144399305,0.161831521,11197.68439,E-commerce,3327810.203
30241,5833.195397,0.128783358,0.169465593,13720.40685,Gaming,3151818.664
8001,1857.805625,0.154187559,0.163484469,8682.212957,SaaS,3092129.619
24178,5672.068055,0.077523136,0.224047709,4937.768014,SaaS,3056074.17
15821,3708.299709,0.2,0.092873787,7707.40503,E-commerce,3222510.119
33732,8359.897295,0.143197218,0.146678587,6056.672635,Healthcare,3213391.6
14820,3584.908446,0.173336884,0.118684008,4658.932932,SaaS,3175468.894
20798,4468.374019,0.098612811,0.179850798,5179.179903,E-commerce,3082948.622
28353,5927.06767,0.141437799,0.153833607,5782.879828,E-commerce,3181442.339
33957,8289.032609,0.128197712,0.181386595,5544.127705,Gaming,3172716.428
12086,2692.588788,0.112427796,0.203127593,4473.117023,Fintech,3035061.177
18634,3738.127733,0.179548213,0.124029468,9544.469787,Fintech,3193268.225
17370,3812.931811,0.145989027,0.221685722,7806.142096,Fintech,3086826.096
15888,3963.268902,0.14069263,0.165782008,5650.551978,E-commerce,3111832.209
53248,12750.92072,0.142994839,0.122326492,8403.496519,Fintech,3319854.594
26970,5385.627976,0.111318374,0.19697018,9692.953423,E-commerce,3106822.985
11725,2892.637345,0.149169155,0.173441062,5868.934587,SaaS,3097809.165
34854,8668.27163,0.135852073,0.158836789,4966.771192,E-commerce,3208173
63645,12485.98348,0.12324888,0.147464224,10810.35251,E-commerce,3358071.769
36909,8957.498665,0.162972017,0.100828525,8063.232779,SaaS,3296266.6
10304,2491.756456,0.132283425,0.165790449,5328.395477,E-commerce,3072208.481
17289,3160.130967,0.125740845,0.153974151,4312.245164,Gaming,3103792.31
41500,9415.447106,0.111501886,0.184304976,15140.76224,SaaS,3222192.039
15462,3113.577527,0.122850597,0.169640394,4331.323325,E-commerce,3072038.772
27499,6248.402083,0.169773092,0.159580267,6708.490045,Fintech,3208636
32445,7914.928828,0.132190745,0.184541506,8024.123449,E-commerce,3178156.185
13856,2977.855968,0.173984182,0.114734598,5570.534012,Healthcare,3167693.538
21380,4468.610243,0.147792508,0.143891956,8531.603516,Gaming,3153928.205
4356,1065.073315,0.12166998,0.196937813,5418.103582,Gaming,3015016.783
13197,3275.33762,0.098409811,0.203973546,7470.170577,SaaS,3030612.452
19413,3578.913568,0.097052125,0.209283527,6531.552464,E-commerce,3041905.797
11802,2886.761704,0.117567447,0.20604977,9688.855304,Healthcare,3049109.393
49821,9256.432778,0.156501069,0.128065027,8077.171897,Fintech,3310006.088
10774,2193.694516,0.18381407,0.135222817,3873.432323,Gaming,3147889.335
17676,4125.228213,0.144241501,0.147878225,6268.683727,Gaming,3141127.591
23514,5511.507332,0.16643734,0.088671659,7757.111323,Gaming,3236221.246
45280,10450.96506,0.111455518,0.165184329,7484.760321,Gaming,3253076.986
10743,1963.152982,0.125970458,0.15547173,6793.439582,Healthcare,3076432.256
39402,7459.098976,0.154070629,0.17273877,8508.454544,Gaming,3207291.62
22139,5435.902794,0.144282812,0.153214665,6995.680642,Healthcare,3163039.104
13483,2503.824073,0.165484915,0.128431516,5585.467921,Healthcare,3143965.065
27751,5147.760942,0.138118012,0.191791907,6555.87286,E-commerce,3121143.075
24331,5802.827092,0.126974,0.157462348,4835.483764,Fintech,3146047.928
16315,3669.057553,0.13563871,0.156463395,5113.991121,Healthcare,3110085.353
22808,4666.879993,0.148185277,0.152417498,6321.83361,Fintech,3148543.044
18166,3480.60077,0.148411836,0.150537864,9596.998258,E-commerce,3132135.484
23312,5638.984658,0.110770336,0.195977389,4548.901188,Gaming,3097019.759
30670,7642.891712,0.131518665,0.179439265,6955.784511,SaaS,3164693.817
48679,8932.500164,0.080844893,0.20257207,9486.681557,Healthcare,3150902.03
11861,2595.043718,0.13379126,0.128778699,7699.29775,SaaS,3109501.688
63992,12689.05373,0.091434399,0.216499872,11938.48341,SaaS,3246752.931
8299,1977.378483,0.054610962,0.208349596,3259.672416,E-commerce,2955179.078
20416,4169.459977,0.2,0.106446595,8931.587746,Healthcare,3236334.925
29559,6799.280901,0.112538097,0.202127948,9241.329498,SaaS,3117654.568
25349,5520.166545,0.109503745,0.213006519,5714.104658,Gaming,3092404.82
16133,3515.48777,0.190886631,0.106509403,4951.055776,Fintech,3200505.107
19849,4764.95015,0.105241765,0.234913028,5624.661205,Gaming,3055896.058
17214,3665.347925,0.098134612,0.174048111,6749.67261,Fintech,3068128.242
16404,3923.705033,0.135905734,0.193204894,10102.62106,E-commerce,3099270.853
33684,6920.036849,0.118863145,0.165801963,11441.67138,Fintech,3174183.919
26331,5061.734676,0.118087102,0.182633992,10288.64705,E-commerce,3124045.077
15576,3300.296094,0.11494921,0.188188738,5936.853852,SaaS,3061129.618
34537,7421.479953,0.127642209,0.199317463,8827.787606,Fintech,3166522.595
25684,5483.195583,0.186675397,0.091373401,7579.826325,SaaS,3256034.752
33071,7824.040654,0.0856895,0.25,6803.45644,SaaS,3091197.783
30176,6624.462622,0.160626715,0.096501887,5916.906429,Healthcare,3239825.41
14552,3524.364669,0.188974223,0.109427833,10081.39881,Gaming,3201838.177
16645,3595.203229,0.123165522,0.188311196,6332.071866,Healthcare,3077302.581
32004,6264.144706,0.145816594,0.174848134,5233.028961,Fintech,3167903.718
29887,5650.576952,0.131889501,0.13954221,6658.288169,Healthcare,3170106.541
21797,5248.399309,0.087881573,0.172725291,7339.335337,Gaming,3084958.659
23357,4296.101964,0.175275496,0.15094898,7812.114935,Healthcare,3169656.758
41724,7853.820041,0.130881301,0.173984457,8688.711484,E-commerce,3196502.601
16386,3022.497594,0.126447115,0.135453266,4734.935613,Gaming,3113576.958
28956,6070.955319,0.090348459,0.1994617,11338.74298,Healthcare,3096355.988
19908,4325.671818,0.156000701,0.129226819,6555.391607,Gaming,3161119.912
19754,3583.202381,0.145011644,0.177674389,8134.344288,Healthcare,3103519.599
38154,8244.737223,0.149725057,0.143031175,8351.848187,Healthcare,3235130.472
33279,6907.494501,0.150566126,0.145778419,5453.128948,SaaS,3194813.484
33082,7746.321095,0.109607461,0.18528018,7047.60058,Fintech,3170642.275
42308,10073.40633,0.026945099,0.25,10890.55232,Fintech,3083503.836
22259,5073.888312,0.135938628,0.182211404,5663.153655,Healthcare,3116959.547
30976,6602.369839,0.129706405,0.184118787,7443.793836,Gaming,3158156.46
18861,3680.354506,0.145794418,0.158255345,7255.699403,SaaS,3127668.769
25902,6198.297851,0.183011618,0.120835611,6383.602295,Fintech,3222393.056
20638,4208.43574,0.138558806,0.14325256,7610.790851,SaaS,3139309.951
23121,4738.427731,0.159597393,0.157821659,6587.320747,Healthcare,3168319.871
29660,7240.623174,0.146970901,0.145511938,6405.924323,Gaming,3212661.091
14630,3632.509149,0.10138151,0.173001116,8774.075694,Fintech,3065305.262
62704,15228.86824,0.08097448,0.21608317,11115.43163,E-commerce,3248944.454
13319,3328.10418,0.178167212,0.122099926,4115.015579,Healthcare,3163322.169
12002,2890.365076,0.11781252,0.209105741,4721.151213,Fintech,3038640.864
39302,9012.146141,0.142070643,0.175059571,8995.57318,SaaS,3218547.249
32722,6562.965087,0.103459154,0.176783536,9685.918273,Healthcare,3142623.964
30093,7424.153553,0.157841828,0.162928647,5714.890788,Healthcare,3203466.804
30157,7278.810475,0.142840504,0.105236337,9274.341135,Healthcare,3217272.292
21892,4309.490015,0.130479057,0.177851311,8634.217792,E-commerce,3110513.644
14063,3012.87643,0.163197472,0.123041194,7177.748628,Fintech,3153261.549
22877,4230.046434,0.146728966,0.125188546,5166.331734,Fintech,3156273.642
15700,3873.686441,0.120740403,0.155668106,5104.867502,Healthcare,3101990.703
35866,7893.883619,0.133015809,0.196285826,8260.622366,Fintech,3173214.085
20464,4034.764878,0.16017808,0.148856927,7933.535152,E-commerce,3161058.568
14577,2922.221336,0.176182256,0.131372213,6857.149238,SaaS,3153502.456
18756,4663.603365,0.137069085,0.182328338,5488.921259,Fintech,3107887.775
27077,6040.689173,0.190500714,0.104808807,8049.302275,SaaS,3259282.795
16616,3480.184955,0.119629944,0.207927245,12394.86354,Gaming,3072150.029
14601,3139.057051,0.096234447,0.199322865,2800.640857,Gaming,3029645.305
24880,4650.034806,0.095637609,0.141365734,6520.089408,Gaming,3100524.264
24896,4612.023664,0.137663154,0.194492993,4806.768171,Fintech,3119231.927
17094,3786.142231,0.142095063,0.098917178,5968.851975,E-commerce,3157168.966
17404,3756.484278,0.1453525,0.14931463,7517.850892,E-commerce,3131370.211
24736,5074.360934,0.117997389,0.197060574,4300.04429,E-commerce,3088051.279
10678,2345.187535,0.2,0.052994195,7126.821903,E-commerce,3226013.459
10897,2016.896487,0.19005874,0.107032214,5846.603414,Fintech,3168694.528
15379,3784.454816,0.108234983,0.188511659,4586.811828,SaaS,3055973.103
19796,3970.28216,0.137369912,0.180981975,6543.046146,Gaming,3107379.367
25731,4760.865804,0.139036496,0.170622812,4601.228073,Gaming,3142009.097
46058,8836.931945,0.148297895,0.124897755,8623.887684,Healthcare,3284139.013
33820,6313.624945,0.087920549,0.199100974,9887.073844,Fintech,3109714.191
20333,3914.149577,0.088744355,0.189808844,4053.736734,Gaming,3052242.765
21818,4563.731798,0.102882753,0.159981509,6576.265216,SaaS,3098968.752
13342,3090.855252,0.188671815,0.098310231,9203.51784,Fintech,3195304.289
21823,4344.182059,0.119806502,0.209860412,6489.380149,Gaming,3081034.316
19066,4013.676388,0.165036657,0.143858509,8333.286611,Gaming,3157799.879
25883,6341.671742,0.155149386,0.153379543,6133.447418,E-commerce,3184421.621
14565,2923.305054,0.137566687,0.138229391,3679.72721,Healthcare,3106013.97
28557,6728.89684,0.161014571,0.099975518,4326.049874,Healthcare,3225216.744
47399,9055.445336,0.090254937,0.221111583,7453.762972,Healthcare,3162723.076
